DrugBank ID,Names
DB11631,"['eptotermin alfa', 'bmp-7', 'bone morphogenetic protein 7', 'eptotermina alfa', 'hbmp7', 'hrbmp-7', 'human recombinant bone morphogenetic protein 7', 'op-1', 'osteogenic protein 1', 'rh-polypeptide-52']"
DB11632,"['opicapone', 'opicapona', 'opicapone']"
DB11633,"['isavuconazole', 'isavuconazol', 'isavuconazole', 'isavuconazolum']"
DB11634,"['colestilan chloride', 'colestilan', 'colestilan chloride']"
DB11635,"['tocofersolan', 'tocofersolano', 'tocofersolanum', 'tocophersolan', 'tpg-s', 'tpgs']"
DB11636,"['nomegestrol', '']"
DB11637,"['delamanid', 'delamanid']"
DB11638,"['artenimol', 'beta-dihydroartemisinin', 'dihydroartemisinin']"
DB11639,"['dibotermin alfa', 'bmp 2', 'bmp-2', 'bone morphogenetic protein 2', 'bone morphogenetic protein 2 (human recombinant rhbmp-2)', 'dibotermina alfa', 'rhbmp-2']"
DB11640,"['amifampridine', '3,4-dap', '3,4-diaminopyridine', '3,4-pyridinediamine', '4,5-diaminopyridine', 'dap']"
DB11641,"['vinflunine', ""20',20'-difluoro-3',4'-dihydrovinorelbine"", ""4'-deoxy-20',20'-difluoro-5'-norvincaleukoblastine"", ""4'-deoxy-20',20'-difluoro-8'-norvincaleukoblastine"", 'vinflunina', 'vinflunine', 'vinfluninum']"
DB11642,"['pitolisant', 'pitolisant']"
DB11643,"['recombinant cholera toxin b subunit', 'cholera enterotoxin b chain', 'cholera enterotoxin subunit b', 'choleragenoid']"
DB11644,"['tafamidis', 'tafamidis', 'tafamidisum']"
DB11645,"['pf-4191834', '']"
DB11646,"['conatumumab', '']"
DB11647,"['incyclinide', '']"
DB11648,"['afuresertib', '']"
DB11649,"['lersivirine', '']"
DB11650,"['ht-0712', '']"
DB11651,"['dactolisib', '']"
DB11652,"['tucatinib', '']"
DB11653,"['bremelanotide', '']"
DB11654,"['t-2000', '']"
DB11655,"['evacetrapib', '']"
DB11656,"['rebamipide', '']"
DB11657,"['tabalumab', '']"
DB11658,"['qav-680', '']"
DB11659,"['indium', 'indio']"
DB11660,"['latanoprostene bunod', 'latanoprostene bunod']"
DB11661,"['eptacog alfa pegol (activated)', 'activated recombinant human factor vii, long acting']"
DB11662,"['rabusertib', '']"
DB11663,"['pictilisib', '']"
DB11664,"['psilocybine', 'psilocibina', 'psilocybin', 'psilocybine']"
DB11665,"['bms-690514', '']"
DB11666,"['buparlisib', '']"
DB11667,"[""2'-cyano-2'-deoxy-1-(beta-d-arabinofuranosyl)cytosine"", 'cndac']"
DB11668,"['rusalatide acetate', 'chrysalin']"
DB11669,"['ortataxel', '']"
DB11670,"['sp-8203', '']"
DB11671,"['azd-4877', '']"
DB11672,"['curcumin', '']"
DB11673,"['pyridoxamine', '']"
DB11674,"['equol', 's-equol']"
DB11675,"['mosapride', '']"
DB11676,"['galidesivir', '']"
DB11677,"['triheptanoin', '']"
DB11678,"['treosulfan', 'dihydroxybusulfan', 'ovastat']"
DB11679,"['fruquintinib', '']"
DB11680,"['ficlatuzumab', '']"
DB11681,"['tofimilast', '']"
DB11682,"['daprodustat', '']"
DB11683,"['pf-06282999', '']"
DB11684,"['apr-246', '']"
DB11685,"['figitumumab', '']"
DB11686,"['iferanserin', '']"
DB11687,"['e-6201', '']"
DB11688,"['2-chloroethyl-3-sarcosinamide-1-nitrosourea', 'sarcnu', 'sarmustine']"
DB11689,"['selumetinib', 'selumetinib', 'sélumétinib', 'selumetinibum']"
DB11690,"['vonapanitase', '']"
DB11691,"['naldemedine', 'naldemedine']"
DB11692,"['pavinetant', 'pavinetant']"
DB11693,"['voclosporin', '']"
DB11694,"['ilorasertib', '']"
DB11695,"['carnosine', 'l-carnosine']"
DB11696,"['racecadotril', 'racecadotrilo']"
DB11697,"['pacritinib', '']"
DB11698,"['ipragliflozin', '']"
DB11699,"['tropisetron', 'tropisetron']"
DB11700,"['setmelanotide', '']"
DB11701,"['amenamevir', '']"
DB11702,"['antineoplaston a10', 'antineoplaston a 10']"
DB11703,"['acalabrutinib', 'acalabrutinib']"
DB11704,"['adomeglivant', '']"
DB11705,"['iomeprol', 'iomeprol']"
DB11706,"['raxatrigine', '']"
DB11707,"['olaptesed pegol', '']"
DB11708,"['peficitinib', '']"
DB11709,"['acetyl hexapeptide-8', 'acetyl hexapeptide-3', 'argireline']"
DB11710,"['trigonellamide', '']"
DB11711,"['navarixin', 'navarixin anhydrous']"
DB11712,"['tezacaftor', 'tezacaftor']"
DB11713,"['ruzasvir', '']"
DB11714,"['durvalumab', '']"
DB11715,"['bapineuzumab', '']"
DB11716,"['misonidazole', '']"
DB11717,"['epacadostat', '']"
DB11718,"['encorafenib', 'encorafenib']"
DB11719,"['uk-390957', '']"
DB11720,"['angiotensin 1-7', '']"
DB11721,"['mitoglitazone', 'msdc-0160']"
DB11723,"['dutogliptin', '']"
DB11724,"['bombesin', '']"
DB11725,"['latrepirdine', 'dimebon']"
DB11726,"['encenicline', '']"
DB11727,"['endostar', 'endostatin, n-terminal-mggshhhhh']"
DB11729,"['gsk-2330672', '']"
DB11730,"['ribociclib', 'ribociclib']"
DB11731,"['depatuxizumab mafodotin', 'denintuzumab mafodotin']"
DB11732,"['lasmiditan', '']"
DB11734,"['fedovapagon', '']"
DB11735,"['galactose', 'd-galactose', 'd(+)-galactose']"
DB11736,"['pf-00489791', '']"
DB11737,"['icotinib', 'bpi-2009']"
DB11738,"['rilmenidine', 'hyperium']"
DB11739,"['vonoprazan', '']"
DB11740,"['mk-1775', '']"
DB11741,"['famitinib', '']"
DB11742,"['ebastine', 'ebastina']"
DB11743,"['ipatasertib', '']"
DB11744,"['epetraborole', '']"
DB11745,"['otenabant', '']"
DB11746,"['onartuzumab', '']"
DB11747,"['barasertib', '']"
DB11748,"['benfotiamine', 'benfotiamina']"
DB11749,"['(r)-praziquantel', '(-)-praziquantel', '(r)-(-)-praziquantel', 'l-praziquantel', 'l-pzq']"
DB11750,"['clobetasol', 'clobetasol']"
DB11751,"['cabotegravir', '']"
DB11752,"['bryostatin 1', '']"
DB11753,"['rifamycin', 'rifamicina', 'rifamicine sv', 'rifamycin', 'rifamycin sv', 'rifamycine', 'rifamycinum', 'rifomycin sv']"
DB11754,"['lirilumab', '']"
DB11755,"['tetrahydrocannabivarin', 'thcv']"
DB11756,"['solanezumab', 'ly2062430']"
DB11757,"['istradefylline', '']"
DB11758,"['cenicriviroc', '']"
DB11759,"['pevonedistat', '']"
DB11760,"['talazoparib', 'talazoparib']"
DB11761,"['tenapanor', '']"
DB11762,"['marizomib', 'marizomib']"
DB11763,"['momelotinib', '']"
DB11764,"['spebrutinib', '']"
DB11765,"['pf-04991532', '']"
DB11766,"['azd-1305', '']"
DB11767,"['sarilumab', 'regn88', 'sar153191']"
DB11768,"['zytron', 'dmpa', 'o-(2,4-dichlorophenyl)-o-methyl-isopropylphosphoramidothioate']"
DB11769,"['funapide', '']"
DB11770,"['talinolol', '']"
DB11771,"['tremelimumab', 'ticilimumab']"
DB11772,"['pilaralisib', '']"
DB11773,"['bms-903452', '']"
DB11774,"['pazufloxacin', '']"
DB11775,"['pf-03758309', '']"
DB11776,"['brodalumab', '']"
DB11777,"['cenderitide', 'cd-np']"
DB11778,"['danusertib', '']"
DB11779,"['danoprevir', '']"
DB11780,"['allicin', '']"
DB11781,"['tosedostat', '']"
DB11782,"['birinapant', '']"
DB11783,"['imidapril', 'imidapril']"
DB11784,"['nrx-1074', '']"
DB11785,"['anisodamine', '']"
DB11786,"['pefcalcitol', '']"
DB11787,"['ralimetinib', '']"
DB11788,"['neuropeptide y', 'npy']"
DB11789,"['hyodeoxycholic acid', '']"
DB11790,"['radafaxine', '']"
DB11791,"['capmatinib', '']"
DB11792,"['mirodenafil', '']"
DB11793,"['niraparib', 'niraparib']"
DB11794,"['berzosertib', 'berzosertib']"
DB11795,"['gsk-2636771', '']"
DB11796,"['fostemsavir', '']"
DB11797,"['aceneuramic acid', '']"
DB11798,"['tanzisertib', '']"
DB11799,"['bictegravir', 'bictegravir']"
DB11800,"['tivozanib', '']"
DB11801,"['rapastinel', '']"
DB11803,"['sirukumab', '']"
DB11804,"['azd-5672', '']"
DB11805,"['saracatinib', '']"
DB11806,"['vtp-194204', '']"
DB11807,"['dexmecamylamine', '']"
DB11808,"['faldaprevir', '']"
DB11809,"['artefenomel', '']"
DB11810,"['etarfolatide', '']"
DB11811,"['arhalofenate', '']"
DB11812,"['talaporfin', '']"
DB11813,"['mipsagargin', '']"
DB11814,"['pf-03882845', '']"
DB11815,"['tilarginine', 'l-monomethylarginine', 'l-ng-monomethyl arginine', 'l-nmma', 'n-methylarginine', 'n-monomethyl-l-arginine', 'n(g)-methylarginine', 'n(g)-monomethyl-l-arginine', 'n5-(methylamidino)-l-ornithine', 'ng-monomethyl-l-arginine', 'omega-n-methylarginine', 'omega-n-monomethylarginine', 'targinine', 'tilarginine']"
DB11816,"['omecamtiv mecarbil', '']"
DB11817,"['baricitinib', 'baricitinib']"
DB11818,"['retosiban', '']"
DB11819,"['asp-4058', '']"
DB11820,"['nifurtimox', '']"
DB11821,"['danegaptide', '']"
DB11822,"['tmc-647055', '']"
DB11823,"['esketamine', '(-)-ketamine', '(−)-ketamine', '(s)-(−)-ketamine', '(s)-2-(o-chlorophenyl)-2-(methylamino)cyclohexanone', '(s)-ketamine', 'esketamine', 'l-ketamine', 's-(-)-ketamine', 's-ketamine']"
DB11824,"['tofogliflozin', 'tofogliflozin anhydrous']"
DB11825,"['mirogabalin', '']"
DB11826,"['lampalizumab', '']"
DB11827,"['ertugliflozin', 'ertugliflozin']"
DB11828,"['neratinib', 'neratinib']"
DB11829,"['ruboxistaurin', '']"
DB11830,"['mocetinostat', '']"
DB11831,"['dinitrochlorobenzene', '1-chloro-2,4-dinitrobenzene']"
DB11832,"['crenolanib', '']"
DB11833,"['basimglurant', '']"
DB11834,"['guselkumab', '']"
DB11835,"['indium in-111 pentetreotide', '111in-pentetreotide', 'indium (111in) pentetreotide', 'indium in 111 pentetreotide', 'indium in 111 pentreotide', 'indium in-111 pentetreotide']"
DB11836,"['sapanisertib', '']"
DB11837,"['osilodrostat', '']"
DB11838,"['revamilast', '']"
DB11839,"['pz-128', '']"
DB11840,"['dalotuzumab', 'mk-0646']"
DB11841,"['entinostat', 'entinostat', 'entinostatum', 'n-(2-aminophenyl)-4-(n-(pyridin-3-ylmethoxycarbonyl)aminomethyl)benzamide', 'n-[[4-[(2-aminoanilino)-oxomethyl]phenyl]methyl]carbamic acid 3-pyridinylmethyl ester']"
DB11842,"['angiotensin ii', '5-isoleucine-angiotensin ii', '5-l-isoleucineangiotensin ii', 'angiotensin', 'angiotensin ii', 'angiotensin ii (human)', 'angiotonin', 'human angiotensin ii', 'hypertensin', 'ile5-angiotensin ii', 'isoleucine5-angiotensin ii']"
DB11843,"['pf-04958242', '']"
DB11844,"['pritelivir', '']"
DB11845,"['lucitanib', '']"
DB11846,"['creatinine', 'creatinina']"
DB11847,"['cadazolid', '']"
DB11848,"['mannose 6-phosphate', 'juvidex']"
DB11849,"['emibetuzumab', '']"
DB11850,"['ublituximab', '']"
DB11851,"['bafetinib', '']"
DB11852,"['tegobuvir', '']"
DB11853,"['relugolix', '']"
DB11854,"['astodrimer', 'vivagel']"
DB11855,"['revefenacin', 'revefenacin']"
DB11856,"['ligelizumab', '']"
DB11857,"['seribantumab', '']"
DB11858,"['leukotriene d4', '(r-(r*,s*-(e,e,z,z)))-n-(s-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-l-cysteinyl)glycine', '5s-hydroxy-6r-(s-cysteinylglycinyl)-7e,9e,11e,14z-eicosatetraenoic acid', 'ltd4', 's-{(1r,2e,4e,6z,9z)-1-[(1s)-4-carboxy-1-hydroxybutyl]pentadeca-2,4,6,9-tetraen-1-yl}-l-cysteinylglycine']"
DB11859,"['brexanolone', '3alpha-oh dhp', 'allopregnan-3α-ol-20-one', 'allopregnanolone', 'brexanolone']"
DB11860,"['aramchol', '']"
DB11861,"['litronesib', '']"
DB11862,"['landogrozumab', '']"
DB11863,"['alvelestat', '']"
DB11864,"['preladenant', '']"
DB11865,"['brivanib alaninate', '']"
DB11866,"['romosozumab', '']"
DB11867,"['jnj-39393406', '']"
DB11868,"['etiracetam', '']"
DB11869,"['valspodar', 'amdray']"
DB11870,"['rg-4733', '']"
DB11871,"['pf-00610355', '']"
DB11872,"['zd-6126', '']"
DB11873,"['verinurad', '']"
DB11874,"['crocin', '']"
DB11875,"[""3,3'-diindolylmethane"", 'diindolylmethane']"
DB11876,"['alanyl glutamine', 'alanyl glutamine', 'alanylglutamine']"
DB11877,"['basmisanil', '']"
DB11878,"['filibuvir', '']"
DB11879,"['dusquetide', '']"
DB11880,"['acridine carboxamide', 'daca']"
DB11881,"['auy922', '']"
DB11882,"['bpc-157', 'bepecin']"
DB11883,"['sb-705498', '']"
DB11884,"['vadastuximab talirine', '']"
DB11885,"['anlotinib', '']"
DB11886,"['infigratinib', '']"
DB11888,"['laninamivir octanoate', '']"
DB11889,"['lanicemine', '']"
DB11890,"['cilengitide', '']"
DB11891,"['cudc-907', '']"
DB11892,"['prulifloxacin', '']"
DB11893,"['avagacestat', '']"
DB11894,"['efatutazone', '']"
DB11895,"['lenomorelin', 'ghrelin', 'ghrelin (human)', 'ghrelin human', 'human ghrelin', 'lenomorelin']"
DB11896,"['gedatolisib', '']"
DB11898,"['2,4-thiazolidinedione', 'thiazolidinedione']"
DB11899,"['mk-8776', '']"
DB11900,"['oc-459', '']"
DB11901,"['apalutamide', 'apalutamide']"
DB11902,"['gisadenafil', '']"
DB11903,"['gw842166', '']"
DB11904,"['flumatinib', '']"
DB11905,"['sutezolid', '']"
DB11906,"['acyline', '']"
DB11907,"['rociletinib', '']"
DB11909,"['varespladib', '']"
DB11910,"['mk-0249', '']"
DB11911,"['galunisertib', 'galunisertib', 'galunisertibum']"
DB11912,"['lanopepden', '']"
DB11913,"['ly-2090314', '']"
DB11914,"['lebrikizumab', '']"
DB11915,"['valbenazine', 'valbenazine']"
DB11916,"['indium in-111', 'indium (111 in)']"
DB11917,"['vatiquinone', '']"
DB11918,"['guadecitabine', '']"
DB11919,"['6-o-benzylguanine', 'o6-benzylguanine']"
DB11920,"['lesogaberan', '']"
DB11921,"['deflazacort', 'deflazacort']"
DB11922,"['danirixin', '']"
DB11923,"['decoglurant', '']"
DB11924,"['safingol', '']"
DB11925,"['vistusertib', '']"
DB11926,"['tesidolumab', '']"
DB11927,"['lodenafil carbonate', 'lodenafil carbonate']"
DB11928,"['vosoritide', '']"
DB11929,"['vaniprevir', '']"
DB11930,"['varlilumab', '']"
DB11932,"['abametapir', '']"
DB11933,"['riboprine', 'ipa', 'riboprina', 'riboprine']"
DB11934,"['epelsiban', '']"
DB11935,"['flomoxef', 'flomoxef']"
DB11936,"['bempedoic acid', '']"
DB11937,"['kynurenic acid', '']"
DB11938,"['difelikefalin', '']"
DB11939,"['henagliflozin', '']"
DB11940,"['triapine', '']"
DB11941,"['tasisulam', 'ly573636']"
DB11942,"['selinexor', '']"
DB11943,"['delafloxacin', 'delafloxacin']"
DB11944,"['ingavirin', 'imidazolyl ethanamide pentandioic acid']"
DB11945,"['avelumab', '']"
DB11946,"['azd-1981', '']"
DB11947,"['pridopidine', '']"
DB11948,"['lapachone', '']"
DB11949,"['vestipitant', '']"
DB11950,"['teneligliptin', '']"
DB11951,"['lemborexant', '']"
DB11952,"['duvelisib', 'duvelisib']"
DB11953,"['pf-04447943', '']"
DB11954,"['lomibuvir', '']"
DB11955,"['avotermin', 'juvista']"
DB11956,"['delanzomib', 'delanzomib']"
DB11957,"['idalopirdine', '']"
DB11958,"['brivanib', '']"
DB11959,"['crenezumab', '']"
DB11960,"['carboxyamidotriazole', 'cai']"
DB11961,"['azd-1236', '']"
DB11962,"['gsk-1059615', '']"
DB11963,"['dacomitinib', 'dacomitinib', 'dacomitinib anhydrous', 'dacomitinibum']"
DB11964,"['ilaprazole', '']"
DB11965,"['sjg-136', '']"
DB11966,"['bms-986094', '']"
DB11967,"['binimetinib', 'binimetinib']"
DB11968,"['mk-7145', '']"
DB11969,"['uprosertib', '']"
DB11970,"['burixafor', '']"
DB11971,"['vilaprisan', '']"
DB11972,"['rilotumumab', 'amg 102']"
DB11973,"['tesevatinib', 'tesevatinib']"
DB11974,"['pf-04691502', '']"
DB11975,"['tak-448', '']"
DB11976,"['anifrolumab', '']"
DB11977,"['golvatinib', '']"
DB11978,"['glasdegib', 'glasdegib']"
DB11979,"['elagolix', 'elagolix']"
DB11980,"['carbon black', 'd&c black no. 2']"
DB11981,"['elamipretide', '']"
DB11982,"['gdc-0623', '']"
DB11983,"['placulumab', '']"
DB11984,"['letaxaban', '']"
DB11985,"['dapaconazole', '']"
DB11986,"['entrectinib', '']"
DB11987,"['gsk-2018682', '']"
DB11988,"['ocrelizumab', 'ocrelizumab (genetical recombination)']"
DB11989,"['benznidazole', 'benznidazol', 'benznidazole']"
DB11990,"['mk-0812', '']"
DB11991,"['oprozomib', '']"
DB11992,"['omarigliptin', '']"
DB11993,"['pf-03463275', '']"
DB11994,"['diacerein', 'diacereína']"
DB11995,"['avatrombopag', 'avatrombopag']"
DB11996,"['thymopentin', '']"
DB11997,"['interleukin-7', 'il-7', 'interleukin 7 glycosylated', 'interleukin-7 human recombinant', 'r-hil-7', 'recombinant human interleukin-7', 'sh-polypeptide-42']"
DB11998,"['sorivudine', '']"
DB11999,"['vosaroxin', 'voreloxin']"
DB12000,"['apabetalone', '']"
DB12001,"['abemaciclib', 'abemaciclib', 'ly2835219']"
DB12002,"['azd-4818', '']"
DB12003,"['thymosin beta-4', 'thymosin beta 4']"
DB12004,"['briciclib', '']"
DB12005,"['nirogacestat', '']"
DB12006,"['bms-906024', '']"
DB12007,"['isoflavone', '3-phenyl-4h-1-benzopyran-4-one', '3-phenylchromone', 'isoflavon']"
DB12008,"['prexasertib', '']"
DB12009,"['gw-406381', '']"
DB12010,"['fostamatinib', 'fostamatinib']"
DB12011,"['fevipiprant', '']"
DB12012,"['pf-04457845', '']"
DB12013,"['axelopran', '']"
DB12014,"['ozoralizumab', '']"
DB12015,"['alpelisib', '']"
DB12016,"['ponesimod', 'act-128800']"
DB12017,"['ozagrel', '']"
DB12018,"['ulocuplumab', '']"
DB12019,"['tesetaxel', '']"
DB12020,"['tecovirimat', 'tecovirimat']"
DB12021,"['dinaciclib', '']"
DB12022,"['evatanepag', 'evatanepag']"
DB12023,"['benralizumab', '']"
DB12024,"['pf-04418948', '']"
DB12025,"['triptolide', '']"
DB12026,"['voxilaprevir', 'voxilaprevir']"
DB12027,"['serdemetan', '']"
DB12028,"['broxuridine', 'bromodeoxyuridine', 'broxuridina', 'broxuridine']"
DB12029,"['chlorogenic acid', '']"
DB12030,"['fluorescein lisicol', '']"
DB12031,"['ammonio methacrylate copolymer type a', '']"
DB12032,"['atagabalin', '']"
DB12034,"['gantenerumab', '']"
DB12035,"['sarecycline', 'sarecycline']"
DB12036,"['naquotinib', '']"
DB12037,"['vedroprevir', '']"
DB12038,"['ulinastatin', '']"
DB12039,"['epicatechin', '']"
DB12040,"['2-octyl cyanoacrylate', '1-methylheptyl cyanoacrylate', '2-octylcyanoacrylate', 'liquid bandage']"
DB12041,"['mapracorat', '']"
DB12042,"['ibodutant', '']"
DB12043,"['sepetaprost', '']"
DB12044,"['mk-0893', '']"
DB12045,"['mericitabine', '']"
DB12046,"['atopaxar', '']"
DB12047,"['ganetespib', '']"
DB12048,"['savolitinib', 'volitinib']"
DB12049,"['dasolampanel etibutil', '']"
DB12050,"['ly-3039478', '']"
DB12051,"['setrobuvir', '']"
DB12052,"['icariin', '']"
DB12053,"['visilizumab', '']"
DB12054,"['bq-123', '']"
DB12055,"['mk-0767', '']"
DB12056,"['trebananib', '']"
DB12057,"['orm-12741', '']"
DB12058,"['recoflavone', '']"
DB12059,"['jnj-40411813', '']"
DB12060,"['rrx-001', '']"
DB12061,"['pardoprunox', '']"
DB12062,"['volasertib', '']"
DB12063,"['cerc-301', '']"
DB12064,"['bms-777607', '']"
DB12065,"['radalbuvir', '']"
DB12066,"['orteronel', '']"
DB12067,"['bms-394136', '']"
DB12068,"['t-900607', '']"
DB12069,"['sovaprevir', '']"
DB12070,"['letermovir', 'letermovir']"
DB12071,"['vabicaserin', '']"
DB12072,"['orantinib', 'orantinib']"
DB12073,"['albaconazole', '']"
DB12074,"['censavudine', '']"
DB12075,"['nagrestipen', '']"
DB12076,"['surotomycin', '']"
DB12077,"['urelumab', '']"
DB12078,"['enobosarm', 'ostarine']"
DB12079,"['gefarnate', '']"
DB12080,"['ritobegron', '']"
DB12081,"['anecortave', '']"
DB12082,"['vesnarinone', '']"
DB12083,"['mafosfamide', '']"
DB12084,"['adp-597', '']"
DB12085,"['lcl-161', '']"
DB12086,"['oxitropium', '']"
DB12087,"['vanillyl alcohol', '']"
DB12088,"['tt-232', '']"
DB12089,"['lorvotuzumab mertansine', '']"
DB12090,"['patritumab', '']"
DB12091,"['gadolinium', 'gadolinio']"
DB12092,"['naftopidil', '']"
DB12093,"['tetrahydropalmatine', '']"
DB12094,"['semapimod', '']"
DB12095,"['telotristat ethyl', 'telotristat ethyl']"
DB12096,"['pf-05175157', '']"
DB12097,"['mannitol busulfan', '']"
DB12098,"['l-baclofen', '(s)-baclofen']"
DB12099,"['uk-396,082', '']"
DB12100,"['abediterol', '']"
DB12101,"['cc-220', '']"
DB12102,"['fulranumab', '']"
DB12104,"['tarextumab', '']"
DB12105,"['imagabalin', '']"
DB12106,"['pf-06305591', '']"
DB12107,"['vaborbactam', 'vaborbactam']"
DB12108,"['taselisib', '']"
DB12109,"['cpi-613', '']"
DB12110,"['m-chlorophenylpiperazine', '1-(3-chlorophenyl)piperazine', 'm-cpp', 'mcpp']"
DB12111,"['mk-212', 'cpp']"
DB12112,"['zuretinol acetate', '']"
DB12113,"['ce-224535', '']"
DB12114,"['poziotinib', '']"
DB12115,"['azd-9164', '']"
DB12116,"['epigallocatechin gallate', 'egcg', 'epigallocatechin gallate']"
DB12117,"['mitometh', 'ddp']"
DB12118,"['sotatercept', '']"
DB12119,"['gevokizumab', '']"
DB12120,"['avoralstat', '']"
DB12121,"['entospletinib', '']"
DB12122,"['figopitant', '']"
DB12123,"['cinepazide', '']"
DB12124,"['namitecan', '']"
DB12125,"['dianicline', '']"
DB12126,"['bradykinin', '']"
DB12127,"['sultamicillin', 'sultamicilina', 'sultamicillin']"
DB12128,"['ulimorelin', '']"
DB12129,"['tideglusib', '']"
DB12130,"['lorlatinib', 'lorlatinib']"
DB12131,"['vinpocetine', 'ceractin', 'ethyl apovincamin-22-oate', 'vinpocetina']"
DB12132,"['vanutide cridificar', '']"
DB12133,"['blxa4', '']"
DB12134,"['gepotidacin', '']"
DB12135,"['elubrixin', '']"
DB12136,"['solnatide', '']"
DB12137,"['gsk-256066', '']"
DB12138,"['pf-03715455', '']"
DB12139,"['alisporivir', '']"
DB12140,"['dilmapimod', '']"
DB12141,"['gilteritinib', 'gilteritinib']"
DB12142,"['duligotuzumab', '']"
DB12143,"['rezatomidine', '']"
DB12144,"['bms-275183', '']"
DB12145,"['azd-0328', '']"
DB12146,"['rigosertib', '']"
DB12147,"['erdafitinib', '']"
DB12148,"['menatetrenone', 'menatetrenona', 'menatetrenone']"
DB12149,"['s-3304', '']"
DB12150,"['pelubiprofen', '']"
DB12151,"['brincidofovir', '']"
DB12152,"['simtuzumab', 'gs-6624']"
DB12153,"['citicoline', 'cdp-choline', 'cdp-colina', 'citicolina', 'citidin difosfato de colina', ""cytidine 5'-(choline diphosphate)"", ""cytidine 5'-(cholinyl pyrophosphate)"", ""cytidine 5'-diphosphocholine"", ""cytidine 5'-diphosphoric choline"", ""cytidine-5'-diphosphocholine""]"
DB12154,"['itacitinib', '']"
DB12155,"['napabucasin', '']"
DB12156,"['cordycepin', '']"
DB12157,"['fasinumab', '']"
DB12158,"['filorexant', '']"
DB12159,"['dupilumab', '']"
DB12160,"['bucillamine', '']"
DB12161,"['deutetrabenazine', 'deutetrabenazine']"
DB12162,"['hx-1171', '']"
DB12163,"['sarpogrelate', '']"
DB12165,"['presatovir', '']"
DB12167,"['ly-3023414', '']"
DB12168,"['mk-0557', '']"
DB12169,"['tralokinumab', '']"
DB12170,"['veledimex', '']"
DB12171,"['atu-027', '']"
DB12172,"['nimorazole', '']"
DB12173,"['diphencyprone', 'diphenylcyclopropenone']"
DB12174,"['cudc-101', '']"
DB12176,"['tricaprylin', 'caprylic acid triglyceride', 'caprylic triglyceride', 'glycerol tricaprylate', 'glycerol trioctanoate', 'tricaprilin', 'tricaprylyl glycerin', 'tricaprylyl glycerol']"
DB12177,"['eplivanserin', 'eplivanserine']"
DB12178,"['telinavir', '']"
DB12179,"['secoisolariciresinol', '']"
DB12180,"['apitolisib', '']"
DB12181,"['dalcetrapib', '']"
DB12182,"['binetrakin', 'il-4', 'interleukin 4 (human)', 'interleukin 4 human', 'interleukin-4', 'interleukin-4 (human; nonglycosylated)']"
DB12183,"['sapitinib', 'sapitinib']"
DB12184,"['gepirone', '']"
DB12185,"['exatecan', '']"
DB12186,"['srt-2104', '']"
DB12187,"['abacavir hydroxyacetate', '']"
DB12188,"['zicronapine', '']"
DB12189,"['etrolizumab', '']"
DB12190,"['faropenem', '']"
DB12191,"['obatoclax', '']"
DB12192,"['emeramide', '']"
DB12193,"['ajulemic acid', '']"
DB12194,"['atamestane', '']"
DB12195,"['vp-14637', '']"
DB12196,"['cp-866087', '']"
DB12197,"['auriclosene', '']"
DB12198,"['fosdagrocorat', '']"
DB12199,"['trv-120027', '']"
DB12200,"['tivantinib', '']"
DB12201,"['pf-03654746', '']"
DB12202,"['zalutumumab', '']"
DB12203,"['tozadenant', '']"
DB12204,"['terbogrel', '']"
DB12205,"['ganitumab', '']"
DB12206,"['n-6022', '']"
DB12207,"['verdinexor', '']"
DB12208,"['iron isomaltoside 1000', 'monofer']"
DB12209,"['tirasemtiv', '']"
DB12210,"['azd-6280', '']"
DB12211,"['psi-697', '']"
DB12212,"['landiolol', '']"
DB12213,"['etaracizumab', '']"
DB12214,"['luseogliflozin', '']"
DB12216,"['bergapten', '5 methoxypsoralen', '5-methoxypsoralen']"
DB12218,"['azd-5363', '']"
DB12219,"['gsk-424887', '']"
DB12220,"['org-25935', '']"
DB12221,"['canrenone', '']"
DB12222,"['lurtotecan', '']"
DB12223,"['squaric acid dibutyl ester', 'squaric acid dibutylester']"
DB12224,"['oxothiazolidinecarboxylic acid', 'procysteine']"
DB12225,"['beclabuvir', '']"
DB12226,"['terameprocol', 'meso-tetra-o-methylnordihydroguaiaretic acid', ""meso-tetramethoxy-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol"", 'terameprocol']"
DB12227,"['tetulomab tetraxetan lu-177', 'betalutin']"
DB12228,"['telcagepant', '']"
DB12229,"['cerlapirdine', '']"
DB12230,"['bunazosin', '']"
DB12231,"['temefos', 'diphos']"
DB12232,"['krn-7000', '']"
DB12233,"['iguratimod', '']"
DB12234,"['bms-214662', '']"
DB12235,"['estetrol', '']"
DB12236,"['bexagliflozin', '']"
DB12237,"['gw-274150', '']"
DB12238,"['mk-0777', '']"
DB12239,"['balicatib', '']"
DB12240,"['polatuzumab vedotin', '']"
DB12241,"['tak-733', '']"
DB12242,"['azd-7762', '']"
