DrugBank ID,Name_Synonyms
DB13529,['nan']
DB13530,"['mepindolol', 'mepindololum']"
DB13532,['nan']
DB13538,['nan']
DB13539,"['iodoxamic acid', 'acidum iodoxamicum']"
DB13544,"['ethenzamide', 'etenzamida', 'etenzamide', 'ethbenzamide', 'éthenzamide', 'ethenzamide', 'ethenzamidum', 'o-ethoxybenzamide']"
DB13549,['nan']
DB13550,"['bifemelane', 'bifemelano', 'bifemelanum']"
DB13561,['nan']
DB13563,['nan']
DB13583,['nan']
DB13587,"['mesterolone', 'mesterolona']"
DB13595,"['almasilate', 'almasilato', 'almasilatum', 'magnesium aluminosilicate hydrate']"
DB13609,['nan']
DB13612,"['carbaspirin calcium', 'carbasalate calcium', 'carbasalato calcico', 'carbasalatum calcicum']"
DB13615,"['mifamurtide', 'mifamurtida', 'mifamurtide']"
DB13620,"['potassium gluconate', 'potassium d-gluconate']"
DB13624,"['methoxyphenamine', '2-methoxymethamphetamine', 'méthoxyphénamine', 'methoxyphenamine', 'methoxyphenaminum', 'metoxifenamina']"
DB13626,"['aluminium glycinate', 'aluminio glicinato', 'aluminum glycinate', 'dihydroxyaluminum aminoacetate']"
DB13627,"['oxolinic acid', 'ácido oxolínico', 'oxolinic acid']"
DB13628,"['ethyl hydroxybenzoate', '4-hydroxybenzoic acid ethyl ester', 'ethyl p-hydroxybenzoate', 'ethyl paraben', 'ethylparaben', 'p-hydroxybenzoic acid ethyl ester', 'p-oxybenzoesaeureaethylester']"
DB13643,"['loprazolam', 'triazulenone']"
DB13646,"['saruplase', 'saruplasum', 'suruplasa']"
DB13647,"['semustine', 'semustine']"
DB13648,"['alcuronium', 'alcuronum', 'alloferine', 'diallylnortoxiferine', 'diallyltoxiferine', ""n,n'-diallyl-bis-nor-toxiferine"", ""n,n'-diallylnortoxiferinium""]"
DB13650,['nan']
DB13654,"['montmorillonite', 'diosmectite', 'montmorillonite', 'montmorrillonite']"
DB13657,"['benorilate', '4-acetamidophenyl salicylate acetate', 'bénorilate', 'benorilato', 'fenasprate']"
DB13658,['nan']
DB13660,"['propicillin', 'propicilina', 'propicillin', 'propicilline', 'propicillinum']"
DB13667,"['cefozopran', 'céfozopran', 'cefozoprán', 'cefozopran', 'cefozopranum']"
DB13679,"['dexchlorpheniramine', 'dexchlorpheniramine', 'dexclorfeniramina']"
DB13682,"['cefpirome', 'cefpiroma', 'cefpirome', 'cefpiromum']"
DB13688,['nan']
DB13689,['nan']
DB13694,['nan']
DB13700,"['protamine', 'protamina']"
DB13704,"['pristinamycin', 'pristinamycin']"
DB13707,"['sodium tartrate', 'bisodium tartrate', 'disodium l-(+)-tartrate', 'disodium tartrate', 'sodium l-tartrate', 'tartaric acid, disodium salt']"
DB13711,"['tritoqualine', 'hypostamin', 'hypostamine', 'inhibostamin', 'tritocualina', 'tritoqualinum']"
DB13720,"['diphemanil', 'diphemanil cation', 'diphemanil ion']"
DB13732,"['meglumine antimoniate', 'antimoniato de meglumina', 'meglumine antimonate', 'meglumine antimoniate']"
DB13735,"['potassium guaiacolsulfonate', 'guaiacolsulfonate potassium', 'potassium sulfoguaiacolate']"
DB13739,"['penamecillin', 'acetoxymethyl benzylpenicillanate', 'benzylpenicillin acetoxymethyl ester', 'penamecilina', 'penamecillin', 'pénamécilline', 'penamecillinum']"
DB13743,"['sodium aurotiosulfate', 'gold sodium thiosulfate', 'sodium aurotiosulfate']"
DB13746,"['bioallethrin', 'depalléthrine']"
DB13747,"['trolamine', ""2,2',2''-nitrilotris(ethanol)"", ""nitrilo-2,2',2''-triethanol"", 'nitrilotriethanol', 'triethanolamine', 'tris(2-hydroxyethyl)amine', 'tris(β-hydroxyethyl)amine', 'trolamine']"
DB13749,"['magnesium gluconate', 'magnesium (as gluconate)', 'magnesium d-gluconate (1:2) dihydrate', 'magnesium d-gluconate (1:2) hydrate', 'magnesium gluconate,dihydrate', 'magnesium gluconicum']"
DB13751,"['glycyrrhizic acid', '18-beta-glycyrrhizic acid', 'glizigen', 'glycyrrhizin']"
DB13757,['nan']
DB13760,['nan']
DB13761,"['tilactase', 'beta-d-galactosidase', 'beta-galactosidase', 'lactase', 'tilactasa', 'tilactasum']"
DB13764,"['monoxerutin', 'beta-hydroxyethylrutosid', 'mono-7-hydroxyethylrutoside', 'monoxerutina', 'monoxerutine', 'monoxerutinum', 'o-(beta-hydroxyethyl)rutin']"
DB13765,"['mercuric chloride', 'bichlorure de mercure', 'chlorure mercurique', 'corrosive mercury chloride', 'corrosive sublimate', 'dichloromercury', 'dichlorure de mercure', 'hydrargyrum bichloratum', 'mercuric bichloride', 'mercury bichloride', 'mercury perchloride', 'mercury(ii) chloride', 'quecksilber(ii)-chlorid', 'sublimat', 'sublimate', 'sulema']"
DB13767,"['vorozole', 'vorozol', 'vorozolum']"
DB13769,"['emetonium iodide', '(2-benzhydryloxyethyl)diethyl-methylammonium iodide', 'ethylbenzhydramine methyl iodide']"
DB13772,['nan']
DB13775,['nan']
DB13781,['nan']
DB13782,"['imipramine oxide', 'imipramine n-oxide', 'imipraminoxide']"
DB13783,"['acemetacin', 'acemetacin', 'acemetacina', 'acemetacine', 'acemetacinum', 'indometacin carboxymethyl ester', 'indometacin glycolic ester', 'indomethacin carboxymethyl ester', 'indomethacin glycolic ester']"
DB13786,['nan']
DB13792,['nan']
DB13795,"['brodimoprim', '2,4-diamino-5-(4-bromo-3,5-dimethoxybenzyl)pyrimidine', 'brodimoprim', 'brodimoprima', 'brodimoprime', 'brodimoprimum']"
DB13800,"['calcium levulinate', 'calcium laevulate', 'calcium levulinate anhydrous']"
DB13805,['nan']
DB13809,['nan']
DB13811,['nan']
DB13813,"['iodoform', 'carbon triiodide', 'jodoform', 'methyl triiodide', 'triiodomethane']"
DB13827,['nan']
DB13831,['nan']
DB13832,['nan']
DB13835,['nan']
DB13836,"['metampicillin', 'metampicilina', 'metampicillin', 'metampicilline', 'metampicillinum']"
DB13837,"['doxefazepam', 'doxefazepamum']"
DB13838,"['noxytiolin', 'noxitiolina', 'noxytiolin', 'noxytioline', 'noxytiolinum']"
DB13841,"['clopenthixol', '4-(3-(2-chloro-9h-thioxanthen-9-ylidene)propyl)-1-piperazineethanol', '4-(3-(2-chlorothioxanthen-9-ylidene)propyl)-1-piperazineethanol', 'chlorpenthixol', 'clopenthixolum', 'clopentixol', 'sordinol']"
DB13842,['nan']
DB13843,['nan']
DB13845,['nan']
DB13849,"['clofibride', 'clofibrida', 'clofibridum']"
DB13850,"['timepidium', '3-(di-2-thienylmethylene)-5-methoxy-1,1-dimethyl-piperidinium', 'timepidium cation', 'timepidium ion']"
DB13851,"['artemotil', 'arteether', 'beta-arteether', 'beta-dihydroartemisinin ethyl ether', 'dihydroartemisinin ethyl ether']"
DB13853,"['anethole trithione', 'anetholtrithion']"
DB13854,"['gamolenic acid', '(6,9,12)-linolenic acid', '(6z,9z,12z)-octadecatrienoic acid', '(z,z,z)-6,9,12-octadecatrienoic acid', '18:3 (n-6)', '6-cis,9-cis,12-cis-octadecatrienoic acid', '6,9,12-octadecatrienoic acid', 'all-cis-6,9,12-octadecatrienoic acid', 'gamma-linolenic acid', 'gamoleic acid', 'gla', 'octadeca-6,9,12-triensäure', 'γ-linolenic acid', 'γ-linolensäure']"
DB13857,['nan']
DB13858,"['dimazole', 'diamthazole']"
DB13861,"['iopentol', 'iopentolum']"
DB13863,"['fosfructose', '1,6-di-o-phosphono-d-fructose', 'd-fructose 1,6-bisphosphate', 'fructose 1,6-bisphosphate', 'fructose 1,6-diphosphate', 'fructose-1,6-diphosphate', 'harden-young ester', 'keto-d-fructose 1,6-bisphosphate']"
DB13864,"['hemoglobin crosfumaril', 'dclhb', ""hemoglobin a0 (human alpha2 beta2 tetrameric subunit), alpha-chain 99,99'-diamide with (e)-2-butenoic acid""]"
DB13865,['nan']
DB13866,"['etynodiol', '(3β,17α)-19-norpregn-4-en-20-yne-3,17-diol', '17α-ethynyl-19-norandrost-4-ene-3β,17β-diol', '3β-hydroxynorethisterone', 'aethynodiolum', 'ethinodiol', 'ethynodiol', 'etinodiol', 'étynodiol', 'etynodiol', 'etynodiolum']"
DB13867,"['fluticasone', 'fluticason', 'fluticasona', 'fluticasone', 'fluticasonum']"
DB13868,"['adefovir', '9-(2-(phosphonomethoxy)ethyl)adenine', '9-(2-phosphonylmethoxyethyl)adenine', 'adéfovir', 'adefovir', 'adefovirum']"
DB13869,"['2-methoxy-6-{(e)-[(4-methylphenyl)imino]methyl}phenol', '2-methoxy-6-[[(4-methylphenyl)imino]methyl]phenol', 'timbd']"
DB13871,"['albendazole oxide', '(±)-albendazole sulfoxide', 'albendazole s-oxide', 'albendazole sulfoxide', 'methyl 5-(propylsulfinyl)-2-benzimidazolecarbamate', 'ricobendazole', 'rycoben', 'rycobendazole']"
DB13872,"['lormetazepam', '(±)-lormetazepam', '(rs)-lormetazepam', '7-chloro-1,3-dihydro-5-(o-chlorophenyl)-3-hydroxy-1-methyl-2h-1,4-benzodiazepin-2-one', '7-chloro-5-(2-chlorophenyl)-1,3-dihydro-3-hydroxy-1-methyl-2h-1,4-benzodiazepin-2-one', 'methyllorazepam', 'n-methyllorazepam']"
DB13873,['nan']
DB13874,"['enasidenib', '2-methyl-1-(4-(6-(trifluoromethyl)pyridin-2-yl)-6-(2-(trifluoromethyl)pyridin-4-ylamino)-1,3,5-triazin-2-ylamino)propan-2-ol', 'enasidenib']"
DB13875,['nan']
DB13876,"['brofaromine', 'consonar']"
DB13877,"['iniparib', '4-iodo-3-nitrobenzamide']"
DB13878,"['pibrentasvir', 'pibrentasvir']"
DB13879,"['glecaprevir', '(3ar,7s,10s,12r,21e,24ar)-7-tert-butyl-n-{(1r,2r)-2\xad (difluoromethyl)-1-[(1-methylcyclopropane-1-sulfonyl)carbamoyl]cyclopropyl}-20,20-difluoro\xad 5,8-dioxo-2,3,3a,5,6,7,8,11,12,20,23,24a-dodecahydro-1h,10h-9,12\xad methanocyclopenta[18,19][1,10,17,3,6]trioxadiazacyclononadecino[11,12-b]quinoxaline-10\xad carboxamide hydrate', 'glécaprévir', 'glecaprevir', 'glecaprevirum']"
DB13881,"['tisagenlecleucel', 'adoptive immunotherapy agent ctl019', 'car.cd19-redirected t cells', 'tisagenlecleucel-t']"
DB13882,"['methyl nicotinate', '3-(carbomethoxy)pyridine', '3-(methoxycarbonyl)pyridine', '3-pyridinecarboxylic acid methyl ester', 'heat spray', 'methyl 3-pyridinecarboxylate', 'methyl nicotinate', 'methyl-nicotinate', 'methylnicotinate', 'nicotinic acid, methyl ester']"
DB13883,"['coral snake (micrurus fulvius) immune globulin antivenin (equine)', 'antivenin (micrurus fulvius)', 'antivenin,micrurus fulvius', 'coral snake (micrurus fulvius) antivenin (equine)', 'coral snake (micrurus fulvius) immune antivenin (equine)', 'coral snake antivenin', 'coral snake immune globulin (horse)', 'north american coral snake (micrurus fulvius) antivenin (equine)', 'north american coral snake antivenin', 'north american coral snake antivenin (equine)', 'north american coral snake antivenin (micrurus fulvius) (equine)']"
DB13884,"['albutrepenonacog alfa', 'coagulation factor ix (recombinant), albumin fusion protein']"
DB13885,"['ferric subsulfate', 'basic ferric sulfate solution', 'ferric subsulfate', ""monsel's solution""]"
DB13886,"['human cytomegalovirus immune globulin', 'cmv-immune globulin', 'cmvig', 'cytomegalovirus immunoglobulin']"
DB13887,"['meningococcal polysaccharide vaccine group w-135', 'meningococcal polysaccharide antigen group w-135', 'neisseria meningitidis group w-135 capsular polysaccharide antigen', 'neisseria meningitidis group w-135 polysaccharide antigen, a']"
DB13888,"['meningococcal polysaccharide vaccine group y', 'meningococcal polysaccharide antigen group y', 'neisseria meningitidis group y capsular polysaccharide antigen', 'neisseria meningitidis group y polysaccharide antigen, a']"
DB13889,"['meningococcal polysaccharide vaccine group a', 'meningococcal group a polysaccharide', 'meningococcal polysaccharide antigen group a', 'neisseria meningitidis group a capsular polysaccharide antigen', 'neisseria meningitidis group a polysaccharide antigen, a']"
DB13890,"['meningococcal polysaccharide vaccine group c', 'meningococcal group c polysaccharide', 'meningococcal group ccrm197 conjugate vaccine', 'meningococcal polysaccharide antigen group c', 'neisseria meningitidis group c (strain c11) oligosaccharide crm-197 adipic acid conjugate', 'neisseria meningitidis group c capsular polysaccharide antigen']"
DB13891,"['crotalus scutulatus antivenin', 'crotalus scutulatus immune fab antivenin (ovine)']"
DB13892,"['crotalus atrox antivenin', 'crotalus atrox immune fab antivenin (ovine)']"
DB13893,"['crotalus adamanteus antivenin', 'crotalus adamanteus immune fab antivenin (ovine)']"
DB13894,"['agkistrodon piscivorus antivenin', 'agkistrodon piscivorus immune fab antivenin (ovine)']"
DB13895,"['rhus glabra pollen', 'smooth sumac pollen extract']"
DB13896,"['talimogene laherparepvec', 't-vec']"
DB13897,"['equine botulinum neurotoxin e immune fab2', 'botulinum neurotoxin e immune fab2 (equine)', 'botulinum neurotoxin e immune fab2, equine']"
DB13898,"['equine botulinum neurotoxin c immune fab2', 'botulinum neurotoxin c immune fab2 (equine)', 'botulinum neurotoxin c immune fab2, equine']"
DB13899,"['equine botulinum neurotoxin g immune fab2', 'botulinum neurotoxin g immune fab2 (equine)', 'botulinum neurotoxin g immune fab2, equine']"
DB13900,"['equine botulinum neurotoxin a immune fab2', 'botulinum neurotoxin a immune fab2 (equine)', 'botulinum neurotoxin a immune fab2, equine']"
DB13901,"['equine botulinum neurotoxin f immune fab2', 'botulinum neurotoxin f immune fab2 (equine)', 'botulinum neurotoxin f immune fab2, equine']"
DB13902,"['equine botulinum neurotoxin d immune fab2', 'botulinum neurotoxin d immune fab2 (equine)', 'botulinum neurotoxin d immune fab2, equine']"
DB13903,"['equine botulinum neurotoxin b immune fab2', 'botulinum neurotoxin b immune fab2 (equine)', 'botulinum neurotoxin b immune fab2, equine']"
DB13904,"['cat dander extract', 'cat dander diagnostic allergen extract', 'felis catus dander']"
DB13905,"['scorpion (centruroides) immune fab2 antivenin (equine)', 'antivenin, scorpion', 'antivenin,centruroides immune fab2', ""centruroides (scorpion) immune f(ab')2 (equine)"", ""centruroides (scorpion) immune f(ab')2 (equine) injection"", 'centruroides (scorpion) immune f(ab)2 intravenous (equine)', 'centruroides (scorpion) immune fab2 (equine)', 'centruroides antivenin', 'centruroides antivenin (equine)', 'centruroides fab2 antivenin (equine)', 'centruroides suffusus suffusus) (equine)', 'mexican scorpion (centruroides) fab2 antivenin (equine)', 'polyvalent mexican scorpion antivenin (horse)', 'scorpion (centruroides) fab2 immunoglobulin (equine)']"
DB13906,"['aloe vera leaf', 'aloe', 'aloe (aloe barbadensis)', 'aloe barbadensis leaf', 'aloe barbadensis leaf extract', 'aloe barbadensis leaf juice', 'aloe barbadensis leaf juice powder', 'aloe barbadensis leaf powder', 'aloe barbadensis leaf water', 'aloe folii extractus (aloe vera)', 'aloe folium (aloe vera)', 'aloe herba (aloe vera)', 'aloe leaf extract', 'aloe vera', 'aloe vera dry leaf juice', 'aloe vera extract', 'aloe vera leaf extract', 'aloe vera leaf exudate', 'aloe vera leaf juice', 'aloe vera leaf mucilage', 'aloe vera leaf powder', 'aloe vera mucilage', 'aloes', 'aloes (aloe barbadensis)', 'barbatos aloe leaf', 'curacao aloe leaf', 'ghrita kumari leaf', 'kanyasara', 'lu hui (aloe vera)', 'lu hui ye', 'luhui (aloe barbadensis)']"
DB13907,"['fusarium graminearum', 'botryosphaeria saubinetii', 'dichomera saubinetii', 'dothidea zeae', 'fusarium graminearum', 'fusarium roseum', 'gibbera saubinetii', 'gibberella rosea', 'gibberella saubinetii', 'gibberella zeae', 'gibberella zeae whole', 'sphaeria saubinetii', 'sphaeria zeae']"
DB13908,"['amylmetacresol', '5-methyl-2-pentylphenol', '6-amyl-m-cresol', '6-n-amyl-m-cresol', '6-n-pentyl-m-cresol', '6-pentyl-m-cresol', 'amilmetacresol', 'amyl metacresol', 'amylmetacresol', 'amylmetacresolum']"
DB13909,"['bismuth subgallate', 'basic bismuth 3,4,5-trihydroxybenzoate', 'basisches wismutgallat', 'bismuth subgallate', 'bismuto subgalato', 'gallic acid bismuth basic salt', 'wismutgallathydroxid']"
DB13910,"['valproate bismuth', 'bismuth dipropylacetate']"
DB13911,"['phloxine b', 'ci acid red 92', 'cyanosin', 'd&c red no. 28', ""disodium 2',4',5',7'-tetrabromo-4,5,6,7-tetrachlorofluorescein"", 'phloxine']"
DB13912,"['coumermycin a1', 'coumamycin', 'coumermycin', 'notomycin a1']"
DB13913,"['belladonna', 'atropa belladona', 'atropa belladonna', 'deadly nightshade']"
DB13914,['nan']
DB13915,"['axicabtagene ciloleucel', 'autologous t cells transduced with retroviral vector encoding an anti-cd-19 cd28/cd3-zeta chimeric antigen receptor']"
DB13916,"['toyocamycin', '4-amino-5-cyano-7-(d-ribofuranosyl)-7h-pyrrolo(2,3-d)pyrimidine', '7-deaza-7-cyanoadenosine', 'ahygroscopin-b', 'cyanotubericidin', 'siromycin', 'uramycin b', 'vengicide']"
DB13917,"['deoxyepinephrine', '1-(3,4-dihydroxyphenyl)-2-methylaminoethane', '3,4-dihydroxy-n-methylphenethylamine', '4-(2-methylamino-ethyl)-benzene-1,2-diol', '4-(2-methylaminoethyl)pyrocatechol', 'deoxyephinephrine', 'desoxyepinephrine', 'epinin', 'epinine', 'epyamine', 'n-methyl-3,4-dihydroxyphenethylamine', 'n-methyldopamine']"
DB13918,"['diclofop-methyl', 'dichlorfop-methyl', 'diclofop methyl', 'diclosan', 'hoegrass', 'hoelon', 'illoxan', 'methyldiclofop']"
DB13919,"['candesartan', '2-ethoxy-1-(p-(o-1h-tetrazol-5-ylphenyl)benzyl)-7-benzimidazolecarboxylic acid']"
DB13920,"['valopicitabine', ""2'-c-methylcytidine 3'-o-l-valinyl ester""]"
DB13921,"[""2'-c-methylcytidine"", ""2'-c-mecytosin"", ""2'c-me-c""]"
DB13923,"['emicizumab', 'emicizumab-kxwh']"
DB13924,"['varicella zoster vaccine (recombinant)', 'ge recombinant varicella zoster virus (vzv) glycoprotein e', 'ge: recombinant varicella zoster virus (vzv) glycoprotein e', 'recombinant varicella zoster virus (vzv) glycoprotein e']"
DB13925,"['dotatate gallium ga-68', '(68ga)gallium dotatate', '68ga-dotatate', 'dota-octreotate gallium ga-68', 'dotatate gallium ga-68', 'gallium (68ga) dota-tate', 'gallium (68ga) dotatate', 'gallium (ga 68) dotatate', 'gallium 68 dotatate', 'gallium dotatate, ga-68', 'gallium oxodotreotide ga-68', 'gallium-dota-octreotate ga-68', 'gallium-dota-octreotate, ga-68', 'gatate']"
DB13926,"['cenegermin', 'cenegermin-bkbj', 'rhngf']"
DB13927,['nan']
DB13928,"['semaglutide', 'semaglutide']"
DB13929,['nan']
DB13930,['nan']
DB13931,"['netarsudil', '(4-((1s)-1-(aminomethyl)-2-(isoquinolin-6-ylamino)-2-oxoethyl)phenyl)methyl 2,4- dimethylbenzoate', 'netarsudil']"
DB13932,"['voretigene neparvovec', 'aav2-hrpe65v2', 'voretigene neparvovec-rzyl']"
DB13933,"['nonacog beta pegol', 'coagulation factor ix (recombinant), glycopegylated']"
DB13934,['nan']
DB13935,['nan']
DB13936,['nan']
DB13937,"['lgd-3303', '9-chloro-2-ethyl-1-methyl-3-(2,2,2-trifluoroethyl)-3h-pyrrolo(3,2-f)quinolin-7(6h)-one']"
DB13938,"['s-40503', '2-(4-(dimethylamino)-6-nitro-1,2,3,4-tetrahydroquinolin-2-yl)-2-methylpropan-1-ol']"
DB13939,"['rad-140', '2-chloro-4-(((1r,2s)-1-(5-(4-cyanophenyl)-1,3,4-oxadiazol-2-yl)-2-hydroxypropyl)amino)-3-methylbenzonitrile']"
DB13940,"['2,5-dimethoxy-4-ethylthioamphetamine', '2,5-dimethoxy-4-ethylthioamphetamine', '4-(ethylthio)-2,5-dimethoxy-alpha-methylbenzeneethanamine', 'aleph-2']"
DB13941,"['piperaquine', '1,3-bis[4-(7-chloroquinolin-4-yl)piperazin-1-yl]propane']"
DB13943,"['testosterone cypionate', 'testosterone 17β-cyclopentanepropionate', 'testosterone 17β-cyclopentylpropionate', 'testosterone 17β-cypionate', 'testosterone cipionate', 'testosterone cyclopentanepropionate', 'testosterone cyclopentylpropionate']"
DB13944,"['testosterone enanthate', 'testosterone heptanoate']"
DB13946,"['testosterone undecanoate', 'testosterone undecanoate', 'testosterone undeconate', 'testosterone undecylate']"
DB13947,"['testosterone enantate benzilic acid hydrazone', 'testosterone 17-enanthate 3-benzilic acid hydrazone', 'testosterone enanthate benzilic acid hydrazone']"
DB13948,"['n-(2-hydroxybenzyl)-2,5-dimethoxy-4-cyanophenylethylamine', '25cn-nboh', 'nboh-2c-cn']"
DB13949,"['ferric cation', 'fe (iii) ion', 'fe(iii)', 'ferric ion', 'iron(3+)']"
DB13950,"['win 55212-2', '(2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl)methanone monomethanesulfonate']"
DB13951,"['stanolone acetate', 'androstanolone acetate', 'dihydrotestosterone acetate']"
DB13952,"['estradiol acetate', 'e3a', 'estradiol 3-acetate', 'estradiol acetate', 'estradiol-3-acetate']"
DB13953,"['estradiol benzoate', 'benzoato de estradiol', 'estradiol benzoate']"
DB13954,['nan']
DB13955,"['estradiol dienanthate', 'estradiol dienantate']"
DB13956,"['estradiol valerate', 'estradiol valerate']"
DB13957,"['j147', ""n-(2,4-dimethylphenyl)-2,2,2-trifluoro-n'-[(e)-(3-methoxyphenyl)methylene]acetohydrazide""]"
DB13958,"['trestolone acetate', '17beta-hydroxy-7alpha-methylestr-4-en-3-one acetate', '17β-hydroxy-7α-methylestr-4-en-3-one acetate', '7α-methyl-19-nortestosterone 17β-acetate', '7α-methyl-19-nortestosterone acetate', 'orgasteron acetate']"
DB13959,"['medium-chain triglycerides', 'caprylic/capric triglyceride', 'caprylic/capric triglycerides', 'coconut oil, fractioned', 'fractionated coconut oil', 'fractionated triglyceride of coconut oil', 'mct', 'medium chain triglyceride', 'medium-chain glycerides', 'triglycerides, medium-chain']"
DB13960,"['bronopol', '2-bromo-2-nitropropane-1,3-diol', '2-nitro-2-bromo-1,3-propanediol', 'beta-bromo-beta-nitrotrimethyleneglycol', 'bronopol', 'bronopolu', 'bronopolum']"
DB13961,"['fish oil', 'fish oil containing omega-3 acids', 'fish oils', 'omega-3 fish oil']"
DB13962,"['calcium saccharate', 'calcii saccharas', 'calcium d-glucarate', 'calcium d-saccharate', 'calcium glucarate', 'calcium saccharate', 'sacarato calcico', 'saccharate de calcium', 'saccharated lime']"
DB13963,"['1,2-dichlorobenzene', '2-dichlorobenzene', 'o-dichlorbenzene', 'o-dichlorbenzol', 'o-dichlorobenzene', 'odb', 'odcb', 'ortho-dichlorobenzene', 'orthodichlorobenzene', 'orthodichlorobenzol']"
DB13964,"['peanut oil', 'arachis oil', 'earthnut oil', 'groundnut oil', 'indigenous peanut oil', 'oils, peanut']"
DB13965,"['sarracenia purpurea', ""frog's-britches whole"", ""huntsman's-horns whole"", 'pitcher plant', 'pitcherplant whole', 'purple pitcherplant whole', 'sarracenia purpura', 'sarracenia purpurea l.', 'sarracenia purpurea whole', 'sarracenia rosea whole', 'sidesaddle-flower whole']"
DB13966,"['isopropyl myristate', '1-methylethyl tetradecanoate', 'isopropyl myristate', 'isopropyl tetradecanoate']"
DB13967,"['patent blue', 'patent blue violet']"
DB13968,"['plasma protein fraction (human)', 'human plasma protein', 'human plasma protein fraction', 'human plasma proteins', 'plasma protein fraction', 'plasma protein fraction human', 'plasma protein fraction,human']"
DB13969,"['quaternium-24', 'ammonium, decyldimethyloctyl, chloride', 'decyl dimethyl octyl ammonium chloride', 'decyloctyldimethylammonium chloride', 'octyl decyl dimethyl ammonium chloride']"
DB13970,"['dioctyldimonium', 'dimethyldioctylammonium', 'dioctyldimonium cation', 'dioctyldimonium ion']"
DB13971,"['vanadium', 'vanadio', 'vanadium metallicum', 'vanadium, elemental']"
DB13972,"['racemethionine', '(+-)-methionine', 'dl-methionine', 'dl-methioninum', 'metionina', 'racemethionine']"
DB13973,"['remestemcel-l', 'adult human mesenchymal stem cells']"
DB13974,"['passiflora incarnata flower', 'passiflora incarnata flower dry extract', 'passiflora incarnata flower extract', 'passion flower', 'passion flower extract', 'purple passionflower', 'true passionflower']"
DB13975,"['cimicifuga racemosa', 'black cohosh', 'black snakeroot', 'cimicifuga racemosa rhizome', 'cimicifuga racemosa root', 'cimicifuga racemosa root with rhizome', 'cimicifugae rhizoma', 'fairy candle root', 'rattleroot']"
DB13976,"['sulesomab', 'immu-mn3', ""immunoglobulin g1 (mouse monoclonal immu-mn3 fab' fragment gamma-chain anti-human nca-90 granulocyte cell antigen), disulfide with mouse monoclonal immu-mn3 light chain""]"
DB13977,"['potassium carbonate', 'carbonate of potash', 'carbonic acid, dipotassium salt', 'dipotassium carbonate', 'kaliumcarbonat', 'potash, sulfurated', 'potassium carbonate, anhydrous']"
DB13978,"['selisistat', 'rac-6-chloro-2,3,4,9-tetrahydro-1h-carbazole-1-carboxamide', 'selisistat']"
DB13979,['nan']
DB13980,"['copper cu-64', 'copper, cu-64']"
DB13981,"['nomegestrol acetate', '17-alpha-acetoxy-6-methyl-19-nor-4,6-pregnadiene-3,20-dione', '17-alpha-hydroxy-6-methyl-19-norpregna-4,6-diene-3,20-dione acetate']"
DB13982,"['lutetium lu-177', '177lu', 'lu 177', 'lu-177', 'lutetium-177']"
DB13983,"['5,7,2′-trihydroxy-6,8-dimethoxyflavone', '5,7-dihydroxy-2-(2-hydroxyphenyl)-6,8-dimethoxy-4h-1-benzopyran-4-one']"
DB13984,"['cyclopropane', 'ciclopropano', 'cyclopropan', 'cyclopropanum', 'trimethylene', 'zyklopropan']"
DB13985,"['lutetium lu 177 dotatate', '177lu-dota-octreotate', '177lu-dota-tyr3-octreotate', '177lu-dotatate', 'dotatate lutenium lu-177', 'lu-dota-tate', 'lutetium dotatate lu-177', 'lutetium lu 177 dotatate', 'lutetium oxodotreotide lu-177']"
DB13987,"['strontium chloride', 'strontium dichloride']"
DB13988,['nan']
DB13989,"['epitizide', 'epithiazide', 'epitizidum', 'eptizida']"
DB13990,"['dipropyl-4-hydroxytryptamine', '3-[2-(dipropylamino)ethyl]-1h-indol-4-ol', '4-ho-dpt', '4-hydroxy-n,n-dipropyltryptamine', '4-hydroxydipropyltryptamine', 'deprocin']"
DB13991,"['pipequaline', '2-phenyl-4-(2-(4-piperidyl)ethyl)quinoline', 'pipequalina', 'pipequalinum']"
DB13992,"['azintamide', 'azintamid', 'azintamida', 'azintamidum', 'oragallin']"
DB13993,['nan']
DB13994,['nan']
DB13995,"['ferric pyrophosphate citrate', 'ferric pyrophosphate citrate', 'fpc', 'sfp', 'tetraferric nonahydrogen citrate pyrophosphate', 'triferic']"
DB13996,"['magnesium acetate', 'acetato de magnesio', 'acetic acid magnesium salt', 'acetic acid, magnesium salt (2:1)', 'magnesium di(acetate)', 'magnesium diacetate', 'mg(ii) acetate']"
DB13997,"['baloxavir marboxil', 'baloxavir marboxil']"
DB13998,['nan']
DB13999,"['moroctocog alfa', 'antihemophilic factor (recombinant, b-domain deleted), plasma/albumin free', 'antihemophilic factor recombinant plasma/albumin free', 'antihemphilic factor, recombinant human b-domain deleted', 'b-domain deleted recombinant factor viii', 'bddrfviii', 'human factor viii, recombinant b-domain deleted']"
DB14000,"['tetraglyme', 'bis[2-(2-methoxyethoxy)ethyl] ether', 'dimethoxytetraethylene glycol', 'glyme 5', 'tegdme', 'tetraethylene glycol dimethyl ether']"
